athlete_id,age,gender,height_cm,weight_kg,monthly_income_usd,previously_joined_gym,exercise_plan,balanced_diet,athletics_food_supplements,medical_limitations,smoker,sleeping_habits,workout_prefer_time,frequency_of_play_sports,regular_exercise,preferred_sports,level_of_fittness,motivation_for_workingout
126432,48,F,194,99,124126,no,yes,no,sometimes,no,TRUE,night regularly,PM,Less often,Alone,Riding a bike,Poor,1.5
125991,20,F,166,80,15373,no,yes,yes,no,yes,FALSE,less than 8 hrs,PM,Several times per month,As a group,Roller scating,Unfit,1
123864,18,F,163,69,17765,yes,yes,no,yes,no,TRUE,less than 8 hrs,PM,Once per week,In a pair,Running,Good,3
123228,19,F,155,60,21251,yes,yes,no,yes,no,FALSE,night regularly,PM,Once per week,As a group,Roller scating,Average,3.5
110155,21,M,159,53,4685,yes,yes,yes,sometimes,no,FALSE,night regularly,PM,Every day,In a pair,Swimming,Perfect,4.5
125610,19,F,155,68,5452,no,no,no,no,no,TRUE,less than 8 hrs,PM,Less often,In a pair,Roller scating,Unfit,1.5
124396,29,M,153,61,76252,yes,no,no,yes,no,FALSE,night regularly,PM,Every day,Alone,Riding a bike,Average,3
250,27,M,167,68,75862,yes,yes,yes,yes,no,FALSE,night regularly,PM,Every day,In a pair,Extreme sports,Good,3.5
125671,23,M,159,66,23602,no,no,yes,no,no,FALSE,night regularly,PM,Less often,In a pair,Roller scating,Unfit,2
485,26,M,167,66,87298,yes,yes,yes,sometimes,no,FALSE,night regularly,AM,Every day,As a group,Riding a bike,Perfect,3.5
125513,21,M,152,67,21308,no,no,yes,no,no,TRUE,less than 8 hrs,PM,Less often,Alone,Running,Unfit,1.5
125758,18,F,162,82,2070,no,no,yes,no,no,FALSE,night regularly,PM,Several times per month,Alone,Running,Poor,2
126273,31,M,192,100,24007,no,no,yes,no,no,FALSE,less than 8 hrs,PM,Less often,Alone,Martial arts,Unfit,1
110081,18,F,158,57,16369,yes,yes,yes,sometimes,no,FALSE,night regularly,PM,Every day,In a pair,Martial arts,Perfect,4.5
123460,21,M,166,70,21524,no,no,no,yes,no,FALSE,night regularly,AM,Once per week,In a pair,Swimming,Good,3
321,33,F,174,69,86469,yes,yes,yes,sometimes,no,FALSE,night regularly,PM,Every day,In a pair,Martial arts,Perfect,4.5
126144,23,F,197,114,10795,no,no,yes,no,no,FALSE,less than 8 hrs,PM,Several times per month,Alone,Riding a bike,Poor,1
122150,23,M,170,68,23783,yes,yes,yes,yes,no,FALSE,night regularly,PM,Once per week,Alone,Martial arts,Perfect,4
122699,25,M,185,77,73115,yes,yes,yes,yes,no,FALSE,less than 8 hrs,AM,Every day,In a pair,Extreme sports,Perfect,4.5
125927,22,M,171,71,3797,no,no,yes,sometimes,no,TRUE,less than 8 hrs,PM,Several times per month,In a pair,Swimming,Unfit,2
125371,21,M,152,68,13078,no,no,yes,no,no,FALSE,less than 8 hrs,PM,Less often,In a pair,Running,Poor,1.5
122618,29,M,188,79,52208,yes,yes,yes,sometimes,no,FALSE,less than 8 hrs,AM,Every day,In a pair,Martial arts,Perfect,4.5
126160,22,M,195,113,11313,no,no,yes,no,no,FALSE,less than 8 hrs,PM,Less often,In a pair,Running,Poor,1.5
125718,22,F,158,69,11388,no,no,yes,no,no,FALSE,less than 8 hrs,PM,Less often,Alone,Roller scating,Unfit,1.5
125399,24,M,157,70,5292,no,no,yes,sometimes,no,FALSE,night regularly,PM,Several times per month,Alone,Swimming,Poor,1.5
122766,28,F,186,78,95662,yes,yes,yes,sometimes,no,FALSE,less than 8 hrs,AM,Every day,As a group,Swimming,Perfect,4
345,29,F,168,66,80538,yes,yes,yes,yes,no,FALSE,night regularly,AM,Every day,In a pair,Extreme sports,Perfect,4.5
123541,20,M,166,70,42314,yes,yes,no,sometimes,no,FALSE,night regularly,AM,Once per week,In a pair,Running,Average,4
438,32,M,173,68,88314,yes,yes,yes,yes,no,FALSE,night regularly,AM,Every day,In a pair,Swimming,Perfect,3.5
125505,23,F,154,70,24762,no,no,no,no,no,FALSE,less than 8 hrs,PM,Less often,Alone,Riding a bike,Unfit,1.5
123551,24,M,165,70,11220,yes,yes,no,sometimes,no,FALSE,night regularly,PM,Once per week,Alone,Running,Good,3.5
125656,18,M,153,66,11349,no,no,yes,no,no,FALSE,less than 8 hrs,PM,Less often,Alone,Running,Unfit,1.5
124065,24,F,181,92,20158,no,yes,yes,yes,no,FALSE,night regularly,PM,Every day,In a pair,Roller scating,Average,3.5
125043,36,M,184,93,108870,yes,yes,yes,yes,no,FALSE,night regularly,PM,Once per week,As a group,Martial arts,Good,4
124308,33,M,150,64,87515,yes,yes,yes,yes,no,FALSE,night regularly,AM,Once per week,Alone,Running,Average,3
124455,27,M,157,62,85951,no,yes,yes,yes,yes,FALSE,less than 8 hrs,AM,Every day,In a pair,Riding a bike,Average,3
123453,23,F,152,62,23638,yes,yes,no,sometimes,no,FALSE,less than 8 hrs,AM,Every other day,In a pair,Swimming,Good,3.5
123774,21,M,160,71,32746,yes,yes,yes,sometimes,no,FALSE,night regularly,PM,Every day,Alone,Roller scating,Good,3.5
309,33,F,167,65,88323,yes,yes,yes,sometimes,no,FALSE,night regularly,AM,Every day,Alone,Martial arts,Perfect,4.5
124992,44,F,171,67,79905,yes,yes,yes,yes,no,FALSE,less than 8 hrs,AM,Every day,As a group,Swimming,Good,4
123286,22,F,152,58,17982,no,yes,yes,yes,no,FALSE,night regularly,AM,Every day,In a pair,Extreme sports,Good,3
122926,29,F,194,97,67511,yes,yes,yes,yes,no,FALSE,night regularly,AM,Once per week,In a pair,Martial arts,Perfect,4
124719,28,M,173,79,76711,yes,yes,no,sometimes,no,FALSE,night regularly,AM,Every other day,In a pair,Swimming,Good,3
126283,32,M,194,98,24013,no,yes,no,no,no,FALSE,less than 8 hrs,PM,Several times per month,Alone,Running,Poor,1
126238,28,M,180,95,58854,no,no,yes,no,no,FALSE,less than 8 hrs,PM,Less often,Alone,Running,Poor,1.5
123801,20,M,161,68,30614,yes,yes,yes,yes,no,FALSE,night regularly,AM,Every day,Alone,Swimming,Good,3.5
123922,23,F,172,80,5114,yes,yes,no,sometimes,no,FALSE,night regularly,AM,Every day,In a pair,Swimming,Good,3
122462,33,F,150,57,71118,yes,yes,yes,yes,no,FALSE,night regularly,AM,Every day,As a group,Martial arts,Perfect,4.5
123265,19,F,151,58,16988,yes,no,yes,sometimes,no,FALSE,less than 8 hrs,PM,Every day,In a pair,Martial arts,Average,3.5
110132,23,M,161,54,10332,yes,yes,yes,yes,no,FALSE,night regularly,PM,Every day,As a group,Martial arts,Perfect,4.5
122422,33,F,151,57,52372,yes,no,yes,sometimes,no,FALSE,night regularly,AM,Once per week,In a pair,Riding a bike,Perfect,4.5
546,28,M,172,68,81676,yes,yes,yes,yes,no,FALSE,night regularly,AM,Every day,As a group,Riding a bike,Good,4
126397,51,M,181,89,114405,no,no,yes,no,yes,FALSE,less than 8 hrs,PM,Several times per month,Alone,Running,Poor,1
110145,23,F,155,53,11195,yes,yes,yes,yes,no,FALSE,night regularly,PM,Every day,Alone,Swimming,Perfect,4.5
125472,20,M,159,70,4013,yes,no,yes,no,no,FALSE,less than 8 hrs,PM,Several times per month,Alone,Riding a bike,Poor,1
125681,21,M,152,67,23424,no,no,yes,no,no,TRUE,less than 8 hrs,PM,Several times per month,Alone,Roller scating,Poor,1
118,26,F,174,69,72240,yes,no,yes,sometimes,no,FALSE,night regularly,AM,Once per week,In a pair,Martial arts,Good,4.5
122304,30,F,163,50,69080,yes,yes,yes,yes,no,FALSE,night regularly,AM,Every day,In a pair,Extreme sports,Perfect,3.5
415,29,M,169,66,86685,yes,yes,yes,yes,no,FALSE,night regularly,AM,Every day,In a pair,Extreme sports,Good,4.5
124085,24,M,182,92,9379,no,no,yes,yes,no,TRUE,night regularly,AM,Every day,As a group,Swimming,Average,3
123444,22,F,152,65,14841,yes,no,yes,sometimes,no,FALSE,less than 8 hrs,AM,Once per week,In a pair,Extreme sports,Average,3
122147,24,F,174,66,7582,yes,yes,yes,yes,no,FALSE,night regularly,PM,Every day,In a pair,Extreme sports,Perfect,4
124523,33,F,163,70,86550,no,yes,no,sometimes,yes,TRUE,night regularly,AM,Once per week,In a pair,Martial arts,Average,3.5
122832,29,M,187,78,60146,yes,yes,yes,yes,no,FALSE,less than 8 hrs,PM,Every day,As a group,Extreme sports,Perfect,4
289,32,M,172,69,77235,yes,yes,yes,yes,no,FALSE,night regularly,AM,Every day,In a pair,Extreme sports,Perfect,4.5
110139,20,F,156,54,5146,yes,yes,yes,sometimes,no,FALSE,night regularly,PM,Every day,In a pair,Riding a bike,Good,4.5
391,34,F,176,66,75266,yes,yes,yes,sometimes,no,FALSE,night regularly,AM,Every day,In a pair,Swimming,Perfect,4.5
125255,49,F,187,80,102356,yes,no,no,yes,no,FALSE,night regularly,AM,Once per week,Alone,Running,Good,3.5
123916,22,F,178,80,29641,yes,yes,yes,sometimes,no,TRUE,less than 8 hrs,PM,Every other day,Alone,Riding a bike,Good,4
124681,34,F,174,80,75680,yes,yes,yes,sometimes,no,FALSE,less than 8 hrs,AM,Once per week,As a group,Roller scating,Good,3
125549,24,M,156,70,21237,no,no,no,no,no,FALSE,less than 8 hrs,PM,Less often,Alone,Running,Poor,1
123815,20,M,165,66,50803,yes,yes,yes,sometimes,no,TRUE,less than 8 hrs,PM,Once per week,In a pair,Extreme sports,Good,3
123843,22,F,161,69,10078,yes,no,no,yes,no,FALSE,night regularly,PM,Every day,In a pair,Swimming,Average,3.5
123012,43,F,158,52,85033,yes,yes,yes,sometimes,no,FALSE,night regularly,AM,Every day,In a pair,Martial arts,Perfect,3.5
125709,24,M,151,67,1255,no,no,yes,no,no,FALSE,less than 8 hrs,PM,Less often,Alone,Riding a bike,Unfit,1.5
123877,23,M,160,66,47505,yes,yes,yes,yes,no,FALSE,less than 8 hrs,AM,Every day,In a pair,Running,Good,4
110085,20,M,150,54,18136,yes,yes,yes,sometimes,no,FALSE,night regularly,AM,Once per week,In a pair,Martial arts,Perfect,4.5
124608,33,F,175,80,54756,yes,yes,yes,sometimes,no,FALSE,night regularly,AM,Every day,As a group,Running,Average,3
420,33,M,169,66,78318,yes,yes,yes,yes,no,FALSE,night regularly,PM,Once per week,In a pair,Roller scating,Good,4
125604,19,M,150,69,3396,no,no,no,no,no,FALSE,less than 8 hrs,PM,Several times per month,As a group,Running,Poor,1
125632,19,F,156,67,8130,no,no,yes,no,no,FALSE,less than 8 hrs,PM,Less often,Alone,Riding a bike,Unfit,1
125039,41,M,192,85,115704,no,no,no,yes,no,FALSE,less than 8 hrs,PM,Every other day,In a pair,Martial arts,Average,3
123475,22,F,161,72,12647,yes,yes,yes,yes,no,FALSE,less than 8 hrs,AM,Every day,As a group,Swimming,Good,3
110043,23,F,158,52,14993,yes,yes,yes,sometimes,no,FALSE,night regularly,PM,Every day,Alone,Extreme sports,Perfect,4
126195,26,M,165,66,31239,no,yes,yes,no,no,FALSE,less than 8 hrs,PM,Less often,Alone,Roller scating,Unfit,1.5
124458,33,F,160,68,92627,yes,yes,no,yes,no,FALSE,less than 8 hrs,AM,Every day,In a pair,Riding a bike,Good,4
473,31,F,176,67,81624,yes,yes,yes,sometimes,no,FALSE,night regularly,AM,Every day,As a group,Martial arts,Perfect,4
124102,23,F,181,88,25733,yes,yes,yes,sometimes,no,FALSE,less than 8 hrs,AM,Once per week,In a pair,Roller scating,Good,3.5
124383,30,F,154,63,89449,yes,no,yes,sometimes,yes,FALSE,night regularly,AM,Every day,As a group,Martial arts,Average,3
123307,20,F,154,61,1545,yes,yes,yes,yes,no,FALSE,night regularly,PM,Every day,As a group,Riding a bike,Good,3
123549,21,M,162,74,16093,yes,yes,yes,sometimes,no,FALSE,less than 8 hrs,PM,Every other day,In a pair,Running,Average,3.5
489,30,M,172,69,79065,yes,yes,yes,yes,no,FALSE,night regularly,AM,Every day,Alone,Extreme sports,Perfect,4
123305,19,F,157,59,2829,yes,yes,no,yes,no,FALSE,night regularly,PM,Every day,In a pair,Martial arts,Average,3.5
219,31,F,166,68,75464,yes,yes,yes,sometimes,no,FALSE,night regularly,AM,Every day,In a pair,Martial arts,Perfect,4
122493,32,M,158,50,68393,yes,yes,yes,yes,no,FALSE,night regularly,AM,Every day,Alone,Swimming,Perfect,4
123543,23,F,167,68,54550,yes,no,yes,yes,no,FALSE,less than 8 hrs,AM,Every other day,Alone,Running,Average,3.5
123797,19,M,166,72,53114,yes,no,yes,yes,no,TRUE,night regularly,AM,Every day,In a pair,Martial arts,Good,4
503,33,M,176,69,88581,yes,yes,yes,yes,no,FALSE,night regularly,AM,Once per week,In a pair,Martial arts,Perfect,4.5
206,28,F,175,66,88654,yes,yes,yes,yes,no,FALSE,night regularly,AM,Every day,In a pair,Riding a bike,Perfect,3.5
229,28,F,170,68,70211,yes,yes,yes,yes,no,FALSE,night regularly,AM,Every day,In a pair,Extreme sports,Perfect,3.5
122489,33,F,154,57,63144,yes,yes,yes,sometimes,no,FALSE,night regularly,AM,Every day,In a pair,Martial arts,Perfect,4.5
124055,20,M,184,88,42714,no,no,yes,yes,no,FALSE,less than 8 hrs,AM,Every day,In a pair,Roller scating,Average,3
124729,26,F,174,78,51794,no,no,no,yes,no,FALSE,night regularly,AM,Every day,As a group,Running,Average,3
122372,29,F,158,53,63988,yes,yes,yes,sometimes,no,FALSE,less than 8 hrs,AM,Once per week,As a group,Martial arts,Good,4.5
123575,23,M,164,72,36891,yes,yes,no,sometimes,no,FALSE,less than 8 hrs,AM,Every day,Alone,Riding a bike,Good,3
262,29,M,166,66,72807,yes,yes,yes,sometimes,no,FALSE,less than 8 hrs,AM,Once per week,In a pair,Extreme sports,Perfect,4
124583,26,M,171,78,77952,no,no,yes,yes,no,FALSE,night regularly,PM,Once per week,As a group,Running,Average,3.5
123557,18,M,167,68,8783,no,yes,yes,yes,no,TRUE,less than 8 hrs,AM,Every day,In a pair,Martial arts,Good,4
122479,29,F,160,49,69540,yes,yes,yes,yes,no,FALSE,less than 8 hrs,AM,Every day,As a group,Swimming,Perfect,3.5
122983,28,F,191,97,65000,yes,no,yes,yes,no,FALSE,night regularly,AM,Every day,In a pair,Swimming,Perfect,4
123537,18,F,165,72,51984,yes,no,yes,sometimes,no,TRUE,night regularly,AM,Every day,In a pair,Roller scating,Average,3.5
129,25,M,167,65,83812,yes,yes,yes,yes,no,FALSE,night regularly,AM,Every day,As a group,Extreme sports,Perfect,4.5
123076,44,F,175,65,99038,yes,yes,yes,yes,no,FALSE,night regularly,PM,Every day,As a group,Swimming,Perfect,4
125735,19,M,157,66,5573,no,no,yes,no,no,FALSE,less than 8 hrs,PM,Several times per month,Alone,Roller scating,Poor,1.5
120,29,F,176,66,83323,yes,yes,yes,sometimes,no,FALSE,less than 8 hrs,PM,Once per week,As a group,Running,Perfect,3.5
110054,24,M,154,52,17122,yes,yes,yes,sometimes,no,FALSE,night regularly,PM,Every day,As a group,Martial arts,Good,4
123366,18,F,156,60,14801,yes,no,yes,sometimes,no,FALSE,night regularly,PM,Every other day,Alone,Running,Good,4
313,29,M,176,65,72042,yes,yes,yes,sometimes,no,FALSE,night regularly,AM,Every day,In a pair,Swimming,Perfect,3.5
130,25,F,168,67,87259,yes,yes,yes,sometimes,no,FALSE,less than 8 hrs,PM,Once per week,In a pair,Swimming,Perfect,4
123809,21,M,167,70,16782,no,yes,yes,sometimes,no,TRUE,night regularly,AM,Once per week,In a pair,Extreme sports,Average,3
125857,19,M,173,71,15002,no,no,no,no,yes,FALSE,less than 8 hrs,PM,Less often,Alone,Riding a bike,Poor,1
352,32,F,171,68,84811,yes,yes,yes,yes,no,FALSE,less than 8 hrs,AM,Once per week,In a pair,Extreme sports,Good,3.5
124372,33,F,150,59,98619,yes,yes,no,yes,no,FALSE,night regularly,AM,Every day,Alone,Swimming,Good,3
226,34,M,168,65,76395,yes,yes,yes,sometimes,no,FALSE,night regularly,PM,Every day,As a group,Martial arts,Good,4
125663,21,M,159,67,9014,no,no,yes,no,no,TRUE,night regularly,PM,Several times per month,Alone,Riding a bike,Unfit,1
124872,27,F,172,79,67542,yes,yes,yes,sometimes,no,FALSE,night regularly,AM,Every other day,In a pair,Running,Good,3.5
123211,23,F,155,61,12956,yes,yes,yes,yes,no,TRUE,less than 8 hrs,PM,Every day,As a group,Swimming,Average,3
123092,39,F,194,96,96779,yes,yes,yes,yes,no,FALSE,night regularly,AM,Every day,Alone,Swimming,Perfect,4
125082,37,M,181,93,114130,yes,yes,yes,sometimes,no,FALSE,night regularly,AM,Once per week,Alone,Swimming,Good,3
126391,51,M,174,93,111704,no,no,yes,no,yes,TRUE,night regularly,PM,Several times per month,Alone,Riding a bike,Unfit,1.5
126034,23,F,183,86,3797,no,no,yes,no,no,TRUE,less than 8 hrs,PM,Less often,As a group,Running,Unfit,1.5
126023,20,F,181,88,2573,no,no,yes,no,no,FALSE,night regularly,PM,Several times per month,Alone,Roller scating,Poor,1
125291,49,F,195,96,81925,yes,yes,yes,yes,no,FALSE,night regularly,AM,Every day,As a group,Roller scating,Average,3
126247,28,F,192,111,35237,no,no,yes,no,no,FALSE,less than 8 hrs,PM,Less often,Alone,Roller scating,Poor,1
124190,19,M,197,96,564,yes,yes,yes,yes,no,TRUE,night regularly,AM,Once per week,In a pair,Martial arts,Good,3
251,29,M,176,65,73425,yes,yes,yes,yes,no,FALSE,night regularly,AM,Once per week,In a pair,Extreme sports,Good,4.5
124812,30,F,171,78,64838,yes,yes,no,yes,no,FALSE,night regularly,AM,Once per week,Alone,Swimming,Average,3
125253,54,F,172,77,102989,yes,yes,yes,yes,yes,FALSE,less than 8 hrs,PM,Every day,As a group,Roller scating,Good,3
270,25,M,171,65,73166,yes,yes,yes,sometimes,no,FALSE,less than 8 hrs,PM,Once per week,In a pair,Swimming,Perfect,4
124945,43,F,162,67,88212,no,yes,no,sometimes,yes,FALSE,night regularly,PM,Every day,In a pair,Riding a bike,Good,4
480,31,F,169,68,78476,yes,yes,yes,sometimes,no,FALSE,night regularly,AM,Once per week,In a pair,Martial arts,Perfect,3.5
122676,32,M,185,84,56923,yes,yes,yes,yes,no,FALSE,night regularly,AM,Every day,As a group,Swimming,Perfect,4
124782,27,F,177,78,57000,yes,yes,yes,sometimes,no,FALSE,less than 8 hrs,AM,Once per week,As a group,Riding a bike,Good,3.5
437,31,M,176,65,87947,yes,yes,yes,yes,no,FALSE,less than 8 hrs,AM,Every day,As a group,Swimming,Perfect,4.5
125528,22,M,152,68,16820,no,yes,yes,no,no,TRUE,night regularly,PM,Less often,In a pair,Running,Poor,1.5
124478,26,F,162,69,95129,yes,yes,yes,yes,no,FALSE,night regularly,AM,Every day,As a group,Extreme sports,Good,3.5
123338,22,M,154,57,24982,yes,no,no,sometimes,no,FALSE,night regularly,AM,Every day,Alone,Swimming,Good,3.5
122716,27,F,178,77,60912,yes,yes,yes,yes,no,FALSE,night regularly,PM,Every day,As a group,Swimming,Good,3.5
122700,32,F,185,75,72148,yes,yes,yes,yes,no,FALSE,night regularly,AM,Every day,Alone,Extreme sports,Good,4
125163,50,F,194,106,86019,yes,no,yes,yes,no,FALSE,less than 8 hrs,AM,Every day,In a pair,Swimming,Good,3
124549,27,M,160,69,81986,yes,no,no,yes,no,FALSE,night regularly,AM,Every day,As a group,Roller scating,Good,3
122725,34,M,179,82,98649,yes,yes,yes,yes,no,FALSE,night regularly,AM,Once per week,Alone,Swimming,Good,4.5
126174,27,F,160,68,49050,no,no,yes,no,no,FALSE,less than 8 hrs,PM,Less often,Alone,Riding a bike,Poor,1.5
124149,20,M,185,89,14306,no,yes,yes,sometimes,no,TRUE,night regularly,PM,Every day,As a group,Roller scating,Average,3.5
125972,18,M,168,72,21405,no,no,no,no,no,TRUE,night regularly,PM,Less often,Alone,Running,Poor,1
123965,21,F,176,87,14281,yes,no,no,sometimes,no,FALSE,less than 8 hrs,AM,Every day,In a pair,Martial arts,Average,3
110104,19,F,150,55,3817,yes,yes,yes,yes,no,FALSE,night regularly,PM,Once per week,Alone,Extreme sports,Perfect,4
124534,29,F,167,66,89107,yes,yes,no,yes,no,TRUE,night regularly,AM,Once per week,Alone,Martial arts,Average,3
124978,42,M,174,66,86298,no,yes,no,yes,no,FALSE,less than 8 hrs,AM,Once per week,Alone,Roller scating,Good,4
223,27,M,173,65,87307,yes,yes,yes,yes,no,FALSE,night regularly,AM,Every day,In a pair,Extreme sports,Good,4
124366,28,M,158,62,61573,yes,yes,no,yes,no,TRUE,less than 8 hrs,AM,Every day,Alone,Swimming,Average,3
125782,23,F,172,80,15771,no,no,yes,no,no,TRUE,less than 8 hrs,PM,Less often,Alone,Riding a bike,Poor,1.5
125596,18,F,156,68,7338,no,yes,no,no,no,FALSE,less than 8 hrs,PM,Less often,Alone,Roller scating,Poor,1.5
258,27,M,175,68,85142,yes,yes,yes,yes,no,FALSE,night regularly,AM,Every day,As a group,Swimming,Perfect,4.5
123918,20,F,177,83,35738,yes,yes,yes,sometimes,no,TRUE,night regularly,PM,Once per week,Alone,Martial arts,Good,4
149,29,F,167,65,78767,yes,yes,yes,sometimes,no,FALSE,night regularly,AM,Once per week,As a group,Extreme sports,Good,4.5
123263,24,F,156,63,22278,yes,yes,no,sometimes,no,FALSE,less than 8 hrs,AM,Once per week,Alone,Roller scating,Good,3.5
123222,24,M,150,63,18628,yes,no,yes,yes,no,FALSE,less than 8 hrs,AM,Every day,In a pair,Roller scating,Good,3.5
126166,23,M,195,114,23843,no,no,yes,sometimes,no,FALSE,less than 8 hrs,PM,Several times per month,Alone,Running,Unfit,1.5
126448,49,M,191,103,124051,no,no,yes,no,yes,FALSE,night regularly,PM,Several times per month,Alone,Running,Poor,1
125365,21,F,154,70,22421,no,no,no,no,no,TRUE,less than 8 hrs,PM,Several times per month,In a pair,Roller scating,Poor,1.5
123296,23,M,152,59,423,no,yes,no,sometimes,no,TRUE,less than 8 hrs,AM,Once per week,In a pair,Martial arts,Average,3
123842,21,F,162,67,12967,yes,no,no,yes,no,FALSE,less than 8 hrs,PM,Every other day,Alone,Swimming,Average,4
126008,22,F,182,93,3895,no,no,yes,sometimes,no,FALSE,less than 8 hrs,PM,Less often,Alone,Riding a bike,Poor,1
123794,21,F,168,66,51832,no,yes,yes,sometimes,no,FALSE,night regularly,PM,Every other day,As a group,Roller scating,Good,3
122662,28,F,185,78,81685,yes,yes,yes,sometimes,no,FALSE,less than 8 hrs,PM,Every day,As a group,Extreme sports,Perfect,3.5
122840,27,M,180,83,66223,yes,yes,yes,sometimes,no,FALSE,night regularly,AM,Every day,Alone,Swimming,Perfect,4.5
320,26,F,166,68,81868,yes,yes,yes,yes,no,FALSE,less than 8 hrs,AM,Every day,As a group,Martial arts,Perfect,4
126044,18,M,180,91,5549,no,no,no,no,no,FALSE,less than 8 hrs,PM,Less often,As a group,Running,Poor,1
126224,34,F,175,83,67707,no,no,no,sometimes,no,FALSE,less than 8 hrs,PM,Less often,As a group,Running,Unfit,1.5
122739,34,F,180,75,62921,yes,yes,yes,yes,no,FALSE,night regularly,AM,Every day,In a pair,Swimming,Perfect,4.5
